Nhan ??,Nhan ?? khác,Tác gi?,Tác gi? khác,Ch? ??,Thông tin xu?t b?n,Barcode
"Ngh? thu?t và v?t lý. Nh?ng cái nhìn t??ng ??ng v? không gian, th?i gian và ánh sáng. Tái b?n l?n th? nh?t / Leonard Shlain", ,Shlain Leonard,"Tr?n, M?nh Hà, d?ch","Các lo?i khác;""Ngh? thu?t"";""V?t lý""","Hà N?i : Tri th?c, 2012","Vb/92 15373;""Vb/92 15374"""
Góp ph?n phê phán chính tr? kinh t? h?c / Mác C., ,"Mác, C.", ,"Chính tr? kinh t? h?c;""Kinh ?i?n"";""Mác""","Hà N?i : S? th?t, 1971",Vc 10203
M?t s? v?n ?? c? b?n c?a xã h?i Tây nguyên trong phát tri?n b?n v?ng / Bùi Minh ??o, ,"Bùi, Minh ??o,", ,"Xã h?i h?c;""Phát tri?n b?n v?ng"";""Tây nguyên""","Hà N?i : KHXH, 2012","VV00010984;""VV00010983"";""VV00010982"""
M?t s? v?n ?? tri?t h?c trong các v?n ki?n ??i h?i XI c?a ??ng / GS.TS. Nguy?n Hùng H?u, ,"Nguy?n, Hùng H?u, GS.TS.","Tr?n, V?n Phòng, PGS.TS.","Tri?t h?c;""V?n ki?n ??ng""","Hà N?i : CTQG-S? th?t, 2012","Vc/92 55790;""Vc/92 55788"";""Vc/92 55789"""
V?t ch?t và m?i quan h? gi?a v?t ch?t và ý th?c / Mác C., ,"Mác, C.","Lênin, V.I;""?nghen, Ph.""","Mác;""V?t ch?t"";""ý th?c"";""?nghen"";""Kinh ?i?n""","Hà N?i : S? th?t, 1962",Vc 10473
N?ng l?c c?nh tranh c?a doanh nghi?p Vi?t nam sau 5 n?m gia nh?p WTO / V? V?n Phúc, ,"V?, V?n Phúc", ,"Kinh t? doanh nghi?p;""N?ng l?c c?nh tranh"";""Doanh nghi?p"";""Vi?t nam""","Hà N?i : CTQG - S? th?t, 2012","VV00004756;""VV00004755"";""VV00004754"";""VV00004753"""
Tri th?c ??a ph??ng c?a ng??i dân s?ng trong v??n qu?c gia và khu b?o t?n thiên nhiên (Nghiên c?u tr??ng h?p v??n qu?c gia Pù Mát và khu b?o t?n thiên nhiên Ng?c S?n - Ng? Luông) / Nguy?n Ng?c Thanh, ,"Nguy?n, Ng?c Thanh", ,"Kinh t? môi tr??ng;""Tri th?c"";""V??n qu?c gia"";""Khu b?o t?n thiên nhên""","Hà N?i : KHXH, 2012","Vc/92 55795;""Vc/92 55796"";""Vc/92 55797"""
Nông dân làm gi?u, , , ,"Kinh t? nông nghi?p;""Làm gi?u"";""Nông dân""","Hà N?i : CTQG - S? th?t, 2012","Vc/92 55799;""Vc/92 55800"";""Vc/92 55801"";""Vc/92 55802"""
Quan h? biên m?u gi?a Tây b?c - Vi?t nam v?i Vân nam - Trung qu?c (2001-2020) /  Nguy?n ?ình Liêm, ,"Nguy?n, ?ình Liêm", ,"Th??ng m?i qu?c t?;""Quan h? th??ng m?i"";""M?u d?ch"";""Biên gi?i""","Hà N?i : T? ?i?n BK, 2012","VV00010443;""VV00010442"";""VV00010441"";""VV00010440"""
"Phát tri?n b?n v?ng vùng Trung b?: Th?c tr?ng, v?n ?? và gi?i pháp / D??ng Bá Ph??ng", ,"D??ng, Bá Ph??ng,", ,"Xã h?i h?c;""Phát tri?n vùng"";""Vùng trung b?""","Hà N?i : KHXH, 2012","VV00010987;""VV00010986"";""VV00010985"""
M?t s? v?n ?? c? b?n v? phát tri?n b?n v?ng vùng Duyên H?i Nam Trung b? giai ?o?n 2011 - 2020 / Bùi ??c Hùng, ,"Bùi, ??c Hùng,", ,"Xã h?i h?c;""Phát tri?n b?n v?ng"";""Duyên h?i nam trung b?""","Hà N?i : T?BK, 2012","VV00010981;""VV00010980"";""VV00010979"";""VV00010978"""
"Vai trò c?a cán b? lãnh ??o, qu?n lý c?p c? s? trong th?c hi?n m?c tiêu bình ??ng gi?i ? Vi?t nam / Ph?m Minh Anh", ,"Ph?m, Minh Anh,", ,"Xã h?i h?c;""Bình ??ng gi?i"";""Vai trò cán b? lãnh ??o""","Hà N?i : CTQG, 2012","VV00010990;""VV00010989"";""VV00010988"""
M?i ?i?u b?n bi?t v? kinh doanh ??u sai / Alastair Dryburgh, ,"Dryburgh, Alastair",Khánh Th?y,"Kinh t? doanh nghi?p;""Kinh doanh"";""Bí quy?t thành công""","Hà N?i : L?XH, 2012","VV00004752;""VV00004751"";""VV00004750"";""VV00004749"";""VV00004748"";""VV00004747"";""VV00004746"";""VV00004745"";""VV00004744"""
Khách hàng mu?n mua gì / Michael R. Solomon, ,Solomon Michael R.,"C?m Chi, d?ch","Marketing;""Quan h? khách hàng"";""C?m nang Marketing"";""Hành vi khách hàng""","Hà N?i : L?XH, 2012","VV00001077;""VV00001076"";""VV00001075"";""VV00001074"";""VV00001073"";""VV00001072"";""VV00001071"";""VV00001070"";""VV00001069"";""VV00001068"""
??i m?i mô hình t?ng tr??ng c? c?u l?i n?n kinh t? / V? V?n Phúc, ,"V?, V?n Phúc", ,"Kinh t? h?c;""Tái c? c?u kinh t?"";""T?ng tr??ng kinh t?""","Hà N?i : CTQG - S? th?t, 2012","VV00011784;""VV00011783"""
Ngo?i giao Nh?t b?n - S? l?a ch?n c?a Nh?t b?n trong th?i ??i toàn c?u hóa / Irie Akira, ,"Akira,Irie","Lê, Th? Bình, d?ch;""Nguy?n, ??c Minh, d?ch""","Quan h? qu?c t?;""Ngo?i giao"";""Toàn c?u hoá"";""Nh?t b?n""","Hà N?i : Tri th?c, 2012","VV00013642;""VV00013641"";""VV00013640"";""VV00013639"""
Hành tinh th? m??i hai - M?t gi? thuy?t v? s? ti?n hóa c?a loài ng??i. Loài ng??i t? ?âu ??n? / Zecharia Sitchin, ,Sitchin Zecharia,"B?o Thành, d?ch","Các lo?i khác;""Ngu?n g?c loài ng??i"";""Ti?n hóa c?a loài ng??i""","Hà N?i : Th? gi?i, 2012","Vc/92 55857;""Vc/92 55855"";""Vc/92 55856"""
Ki?m soát th?i gian chu toàn m?i vi?c / Alec Mackenzie, ,Mackenzie Alec,"Qu?c ??t, d?ch","Các lo?i khác;""Ki?m soát th?i gian""","Hà N?i : L?XH, 2012","Vc/92 55868;""Vc/92 55869"";""Vc/92 55870"";""Vc/92 55871"";""Vc/92 55872"";""Vc/92 55873"";""Vc/92 55865"";""Vc/92 55866"";""Vc/92 55867"""
Marketing qua email / Simms Jenkins, ,Jenkins Simms,"Th?y Nguy?t, d?ch","Marketing;""Email""","Hà N?i : L?XH, 2012","VV00001067;""VV00001066"";""VV00001065"";""VV00001064"";""VV00001063"";""VV00001062"";""VV00001061"";""VV00001060"";""VV00001059"""
T? ?i?n thu?t ng? kinh t? vi?n thông Anh - Vi?t / TS. Tr??ng ??c Nga, ,"Tr??ng, ??c Nga, TS.","Tr?n, V?n M?nh, ThS.;""H?, Th? Thân, ThS.""","Ngôn ng? - T? ?i?n;""T? ?i?n vi?n thông""","Hà N?i : Thông tin & truy?n thông, 2012","Vc/92 55887;""Vc/92 55885"";""Vc/92 55886"""
Nh?ng v?n ?? v? hi?n pháp và s?a ??i hi?n pháp / Nguy?n ??ng Dung, ,"Nguy?n, ??ng Dung","V?, Công Giao;""Nguy?n, C?nh Bình""","Lu?t;""Hi?n pháp"";""S?a ??i hi?n pháp""","Hà N?i : Dân trí, 2012",VV00014017
Vai trò c?a Nhà n??c ??i v?i h?i nh?p kinh t? qu?c t? c?a Vi?t nam (sách tham kh?o) / TS. Mai Lan H??ng, ,"Mai, Lan H??ng, TS.", ,"Kinh t? qu?c t?;""Kinh t? qu?c t?"";""H?i nh?p"";""Toàn c?u hoá"";""Vai trò nhà n??c"";""Vi?t nam""","Hà N?i : CTQG, 2012","Vc/92 55899;""Vc/92 55896"";""Vc/92 55897"";""Vc/92 55898"""
S? nghèo nàn c?a thuy?t s? lu?n / Karl Popper, ,Popper Karl,"Chu, Lan ?ình, d?ch","Tri?t h?c;""Thuy?t s? lu?n""","Hà N?i : Tri th?c, 2012","Vc/92 55903;""Vc/92 55904"";""Vc/92 55905"";""Vc/92 55906"";""Vc/92 55907"";""Vc/92 55908"";""Vc/92 55900"";""Vc/92 55901"";""Vc/92 55902"""
Contact center: Ngh? d?ch v? khách hàng qua ?i?n tho?i / Bùi Xuân Phong, ,"Bùi, Xuân Phong", ,"Kinh t? th??ng m?i;""Ngh? d?ch v?"";""D?ch v? khách hàng qua ?i?n tho?i""","Hà N?i : L?XH, 2012","VV00008800;""VV00009675"";""VV00009674"""
"Phòng, ch?ng t?i ph?m tham nh?ng có y?u t? n??c ngoài trong b?i c?nh toàn c?u hóa, h?i nh?p qu?c t? / Nguy?n Xuân Tr??ng", ,"Nguy?n, Xuân Tr??ng", ,"Chính tr? xã h?i;""Ch?ng tham nh?ng""","Hà N?i : CTQG - S? th?t, 2012","VV00000422;""VV00000421"""
"Lý Gia Thành: Ông ch? c?a nh?ng ông ch?"" trong gi?i kinh doanh H?ng Kông / Anthony B. Chan""", ,Anthony B.Chan, ,"Kinh t? doanh nghi?p;""Kinh doanh"";""S? nghi?p"";""Lý Gia Thành"";""H?ng Kông""","Hà N?i : L?XH, 2012","VV00004727;""VV00004726"""
Hoàn thi?n c? ch? pháp lý giám sát xã h?i ??i v?i vi?c th?c thi quy?n l?c Nhà n??c ? Vi?t nam hi?n nay (sách tham kh?o) / Nguy?n M?nh Bình, ,"Nguy?n, M?nh Bình", ,"Chính tr? xã h?i;""Giám sát xã h?i"";""Quy?n l?c nhà n??c""","Hà N?i : CTQG - S? th?t, 2012",NV00000420
Kinh t? Vi?t nam giai ?o?n 2006-2010 và tri?n v?ng 2011-2020 / Nguy?n Th?ng, ,"Nguy?n, Th?ng","Nguy?n, Cao ??c;""Nguy?n, Th? Thanh Hà""","Kinh t? h?c;""Kinh t?"";""Phân tích"";""D? báo"";""Vi?t nam""","Hà N?i : KHXH, 2012","VV00011786;""VV00011785"""
M?y v?n ?? v? ??o ??c h?c Mác xít và xây d?ng ??o ??c trong ?i?u ki?n kinh t? th? tr??ng ? Vi?t nam hi?n nay / PGS. TS. Nguy?n Th? Ki?t, ,"Nguy?n, Th? Ki?t, PGS.TS.", ,"Tri?t h?c;""??o ??c h?c mácxit"";""Kinh t? th? tr??ng""","Hà N?i : CTQG - S? th?t, 2012","Vc/92 55938;""Vc/92 55935"";""Vc/92 55936"";""Vc/92 55937"""
Bàn v? khoa h?c kinh t? nông nghi?p / Mác C., ,"Mác, C.","Lênin, V.I;""Stalin, I."";""?nghen, Ph.""","Kinh t? nông nghi?p;""Kinh ?i?n"";""Lênin"";""Mác"";""Stalin"";""?nghen""","Hà N?i : ?H.KTQD, 1968",Vc 10670
"Vi?c làm, thu nh?p c?a thanh niên hi?n nay - nhìn t? góc ?? tâm lý h?c / GS.TS. V? D?ng", ,"V?, D?ng, GS.TS.", ,"Tâm lý;""Vi?c làm"";""Thu nh?p"";""Thanh niên""","Hà N?i : T?BK, 2012","Vc/92 55942;""Vc/92 55939"";""Vc/92 55940"";""Vc/92 55941"""
Nh?ng v?n ?? kinh t? - xã h?i n?i b?t c?a Trung qu?c trong 10 n?m ??u th? k? XXI và tri?n v?ng ??n n?m 2020 / TS. Hoàng Th? Anh, ,"Hoàng, Th? Anh, TS.", ,"Các n??c;""Kinh t?"";""Xã h?i"";""Trung qu?c""","Hà N?i : KHXH, 2012","Vc/92 55946;""Vc/92 55943"";""Vc/92 55944"";""Vc/92 55945"""
Giáo trình: Ti?n t? - Ngân hàng / Tô Kim Ng?c, ,"Tô, Kim Ng?c", ,"Ngân hàng - Tài chính;""Giáo trình"";""Ti?n t?"";""Ngân hàng""","Hà N?i : Dân trí, 2012","VV00002678;""VV00002677"";""VV00002676"";""VV00002675"""
Tinh th?n doanh nghi?p Vi?t nam trong h?i nh?p / Hoàng V?n H?i, ,"Hoàng, V?n H?i","Nguy?n, ??ng Minh;""Nhâm, Phong Tu?n""","Kinh t? doanh nghi?p;""Doanh nghi?p"";""H?i nh?p"";""Vi?t nam""","Hà N?i : ?HQG Hà n?i, 2012","VV00004736;""VV00004735"";""VV00004734"";""VV00004733"";""VV00004732"";""VV00004731"";""VV00004730"";""VV00004729"";""VV00004728"""
Steve Jobs - Nh?ng bí quy?t ??i m?i & sáng t?o / Carmine Gallo, ,"Gallo, Carmine",C?m Chi,"Kinh t? doanh nghi?p;""Bí quy?t ??i m?i"";""C?i cách"";""Sáng t?o"";""Steve Jobs""","Hà N?i : BKHN, 2012","VV00004725;""VV00004724"";""VV00004723"";""VV00004722"";""VV00004721"";""VV00004720"";""VV00004719"""
Gi?i pháp cho ??i m?i và sáng t?o / Clayton M. Christensen, ,"Christensen, Clayton M.","Hoàng, Ng?c Bích;""Michael E. Raynor""","Kinh t? doanh nghi?p;""??i m?i"";""Sáng t?o"";""Kinh doanh"";""Bí quy?t thành công""","Hà N?i : ?H.KTQD, 2012","VV00004718;""VV00004717"";""VV00004716"";""VV00004715"";""VV00004714"";""VV00004713"";""VV00004712"";""VV00004711"";""VV00004710"""
M?t s? v?n ?? kinh t? - xã h?i n?y sinh trong quá trình công nghi?p hóa ?ô th? ? Vi?t nam (Qua kh?o sát ? các t?nh mi?n núi phía b?c) / PGS.TS. Võ V?n ??c, ,"Võ, V?n ??c, PGS.TS.","?inh, Ng?c Giang, TS.","Kinh t? công nghi?p;""Công nghi?p hóa"";""?ô th? hóa""","Hà N?i : CTQG, 2012","Vc/92 55986;""Vc/92 55985"""
??i m?i thay ??i cách th?c ??i m?i cho công ty c?a b?n t? c?t lõi / Peter Skarzinski, ,"Skarzinski, Peter","Rowan Gibson;""Bùi, Thu Trang""","Kinh t? doanh nghi?p;""Doanh nghi?p"";""??i m?i"";""Vi?t nam""","Hà N?i : ?H.KTQD, 2012","VV00004770;""VV00004769"";""VV00004768"";""VV00004767"";""VV00004766"";""VV00004765"";""VV00004764"";""VV00004763"";""VV00004762"";""VV00004761"";""VV00004760"";""VV00004759"";""VV00004758"";""VV00004757"""
Bàn v? ph??ng pháp lu?n nghiên c?u khoa h?c kinh t? / Mác C., ,"Mác, C.","Lênin, V.I;""Stalin, I."";""?nghen, Ph.""","Khoa h?c kinh t?;""Kinh ?i?n"";""Mác"";""Ph??ng pháp lu?n"";""?nghen""","Hà N?i : ?H.KTQD, 1970",Vc 10695
Mã gen c?a nhà c?i cách / Dyer Teff, ,"Teff, Dyer","Christensen;""Gregersen"";""Kim Di?u""","Kinh t? doanh nghi?p;""Kinh doanh"";""??t phá kinh doanh"";""Nhà c?i cách"";""Mã gen""","Hà N?i : Bách khoa, 2012","VV00004784;""VV00004783"";""VV00004782"";""VV00004781"";""VV00004780"";""VV00004779"";""VV00004778"";""VV00004777"";""VV00004776"";""VV00004775"";""VV00004774"";""VV00004773"";""VV00004772"";""VV00004771"""
Qu?n tr? quá trình ??i m?i & sáng t?o / Allan Afuah, ,"Afuah, Allan",Nguyên H?ng,"Kinh t? doanh nghi?p;""Qu?n tr? chi?n l??c"";""Qu?n tr? công ngh?"";""Quá trình ??i m?i""","Hà N?i : ?H.KTQD, 2012","VV00004798;""VV00004797"";""VV00004796"";""VV00004795"";""VV00004794"";""VV00004793"";""VV00004792"";""VV00004791"";""VV00004790"";""VV00004789"";""VV00004788"";""VV00004787"";""VV00004786"";""VV00004785"""
Ch? ngh?a t? b?n và ch? ngh?a xã h?i trong th? k? XXI, , , ,"Chính tr? xã h?i;""Ch? ngh?a t? b?n"";""Ch? ngh?a xã h?i""","Hà N?i : CTQG - S? th?t, 2012","VV00000419;""VV00000418"";""VV00000417"""
M?t s? v?n ?? v? ??u tranh qu?c phòng ? Vi?t nam hi?n nay (sách tham kh?o) / TS. Tr?n ??ng B?, ,"Tr?n, ??ng B?, TS.", ,"Qu?n s?;""??u tranh qu?c phòng"";""Vi?t nam""","Hà N?i : CTQG - S? th?t, 2012","Vc/92 56039;""Vc/92 56036"";""Vc/92 56037"";""Vc/92 56038"""
7 chi?n l??c th?nh v??ng và h?nh phúc / Jim Rohn, ,Rohn Jim,"Tr?n, Quân, d?ch","Các lo?i khác;""Bí quy?t thành công""","Hà N?i : Th? gi?i : Cty sách Thái hà, 2012","Vc/92 56040;""Vc/92 56041"";""Vc/92 56042"""
Vi?t nam trên ng?n sóng th?i cu?c / H? Quang L?i, ,"H?, Quang L?i", ,"Chính tr? xã h?i;""Xã h?i Vi?t nam""","Hà N?i : Q?ND, 2012","VV00000416;""VV00000415"";""VV00000414"";""VV00000413"""
??c ??t - Lai l?t - Ma t?i Harvard: Các b?i thuy?t gi?ng v? con ???ng c?a Ph?t giáo ??a ??n hòa bình / Tenzin Gyatso, ,Tenzin Gyatso,"Tr?n, Tu?n Mãn, d?ch","Tôn giáo;""??o ph?t"";""Ph?t giáo"";""Vô ngã"";""Duy th?c""","Hà N?i : Ph??ng ?ông, 2012",Vc/92 56049
Làm s?p không ch? là ngh? thu?t: S? d?ng nh?ng chi?n l??c tâm lý hi?u qu? nh?t ?? t?o ra ?u th? v??t tr?i trong b?t k? tình hu?ng công vi?c nào / David J. Lieberman, ,"Lieberman, David J.","Thanh Minh, Hi?u ?ính;""Xuân Chi, d?ch""","Khoa h?c qu?n lý;""Ngh? thu?t lãnh ??o"";""Ngh? thu?t làm s?p""","Hà N?i : L?XH : Công ty sách Thái Hà, 2012","VV00007890;""VV00007889"";""VV00007888"";""VV00007887"";""VV00007886"";""VV00007885"";""VV00007884"";""VV00007883"";""VV00007882"""
Ra quy?t ??nh thông minh / Robert E. Gunther, ,Gunther Robert E.,"Bùi, Thu Hà, d?ch","Các lo?i khác;""Quy?t ??nh thông minh""","Hà N?i : L?XH, 2012","Vc/92 56064;""Vc/92 56065"";""Vc/92 56066"";""Vc/92 56067"";""Vc/92 56068"";""Vc/92 56069"";""Vc/92 56061"";""Vc/92 56062"";""Vc/92 56063"""
Quan h? M? - Trung qu?c th?p niên ??u th? k? XXI / Lê Kh??ng Thùy, ,"Lê, Kh??ng Thùy,", ,"Quan h? qu?c t?;""Quan h? qu?c t?"";""M?"";""Trung qu?c""","Hà N?i : KHXH, 2012","VV00013635;""VV00013634"";""VV00013633"";""VV00013632"";""VV00013631"";""VV00013630"";""VV00013629"";""VV00013628"";""VV00013627"""
Vi?t nam và tranh ch?p Bi?n ?ông, , , ,"Quan h? qu?c t?;""Tranh ch?p bi?n ?ông"";""Vi?t nam""","Hà N?i : Tri th?c, 2012","VV00013638;""VV00013637"";""VV00013636"""
T?ng quan truy?n thông qu?c t? dành cho ng??i làm công tác thông tin ??i ngo?i / Lê Thanh Bình, ,"Lê, Thanh Bình,", ,"Quan h? qu?c t?;""Truy?n thông qu?c t?"";""Thông tin ??i ngo?i""","Hà N?i : Thông tin và Truy?n thông, 2012","VV00013626;""VV00013625"";""VV00013624"";""VV00013623"""
"Xây d?ng ??i ng? trí th?c th?i k? ??y m?nh công nghi?p hóa, hi?n ??i hóa theo t? t??ng H? Chí Minh / PGS.TS. Nguy?n Khánh B?t", ,"Nguy?n, Khánh B?t, PGS.TS.","Tr?n, Th? Huy?n, ThS.","T? t??ng H? Chí Minh;""Trí th?c Vi?t nam"";""Công nghi?p hóa"";""Hi?n ??i hóa""","Hà N?i : CTQG - S? th?t, 2012","Vc/92 56092;""Vc/92 56089"";""Vc/92 56090"";""Vc/92 56091"""
Nh?ng B? Già Châu Á: Ti?n b?c và quy?n l?c ? H?ng Kông và ?ông nam Á / Joe Studwell, ,Studwell Joe,"Tr?n, Cung, d?ch","Các lo?i khác;""Ti?n b?c"";""Quy?n l?c"";""Châu Á""","Hà N?i : L?XH, 2012","Vc/92 56096;""Vc/92 56095"""
"B? th? t?c hành chính v? xây d?ng (thu?c ph?m vi, ch?c n?ng qu?n lý c?a B? Xây d?ng ???c áp d?ng th?ng nh?t t? Trung ??ng ??n c? s? / Ma Th? Lu?n", ,"Ma, Th? Lu?n", ,"Lu?t;""B? th? t?c hành chính"";""B? xây d?ng""","Hà N?i : CTQG, 2012","VV00014019;""VV00014018"""
Gullible du ký: Tr??ng ca Odyssey v? th? tr??ng t? do / Ken Schoolland, ,Schoolland Ken,"Ngô, Thu H??ng, d?ch;""V?, Hoàng Linh, Hi?u ?ính"";""Mai, Huy?n Chi, d?ch""","Kinh t? chung;""Th? tr??ng t? do"";""Tr??ng ca Odyssey""","Hà N?i : Tri th?c, 2012","Vc/92 56103;""Vc/92 56104"";""Vc/92 56105"";""Vc/92 56106"";""Vc/92 56107"";""Vc/92 56108"";""Vc/92 56100"";""Vc/92 56101"";""Vc/92 56102"""
Ngh? thu?t ?àm phán / Leigh Thompson, ,"Thompson, Leigh","D??ng C?m, d?ch","Khoa h?c qu?n lý;""Ngh? thu?t ?àm phán""","Hà N?i : L?XH, 2012","VV00007899;""VV00007898"";""VV00007897"";""VV00007896"";""VV00007895"";""VV00007894"";""VV00007893"";""VV00007892"";""VV00007891"""
"Giáo trình: Qu?n tr? công ngh?. Technology management (tái b?n có s?a ch?a, b? sung) / TS. Hoàng ?ình Phi", ,"Hoàng, ?ình Phi, TS.", ,"Khoa h?c công ngh?;""Giáo trình"";""Qu?n tr? công ngh?""","Hà N?i : ?H.QGHN, 2012","Vc/92 56123;""Vc/92 56125"";""Vc/92 56126"";""Vc/92 56127"";""Vc/92 56128"";""Vc/92 56124"";""Vc/92 56120"";""Vc/92 56121"""
"Made in Japan - Akio Morita & Sony: ??t phá ch?t l??ng, ki?n th?c t??ng lai (Tái b?n l?n 2) / Akio Morita", ,"Akio, Morita",NhómAlpha books,"Kinh t? doanh nghi?p;""Kinh doanh"";""Qu?n tr?"";""Nh?t b?n""","Hà N?i : L?XH, 2012","VV00004743;""VV00004742"";""VV00004741"";""VV00004740"";""VV00004739"";""VV00004738"";""VV00004737"""
Làm gi?u t? m?ng xã h?i / Patrice - Anne Ruttledge, ,"Ruttledge, Patrice - Anne","Ngô, Lan H??ng","Kinh t? th??ng m?i;""Làm gi?u"";""M?ng xã h?i""","Hà N?i : L?XH, 2012","VV00009684;""VV00009683"";""VV00009682"";""VV00009681"";""VV00009680"";""VV00009679"";""VV00009678"";""VV00009677"";""VV00009676"""
Th? tr??ng và ??o ??c / Tom G. Palmer, ,Palmer Tom G.,"Ph?m, Nguyên Tr??ng, d?ch;""?inh, Tu?n Minh, Hi?u ?ính""","Tri?t h?c;""??o ??c"";""Th? tr??ng""","Hà N?i : Tri th?c, 2012","Vc/92 56160;""Vc/92 56161"";""Vc/92 56162"";""Vc/92 56163"";""Vc/92 56164"";""Vc/92 56165"";""Vc/92 56157"";""Vc/92 56158"";""Vc/92 56159"""
Khái l??c t??ng lai h?c / Lê Th? Tuy?t, ,"Lê, Th? Tuy?t", ,"Tri?t h?c;""Khái l??c t??ng lai""","Hà N?i : Chính tr? hành chính, 2012","Vc/92 56167;""Vc/92 56168"""
"Mác, ?nghen, Lênin, Stalin bàn v? k? ho?ch hoá n?n kinh t? qu?c dân", , , ,"Kinh ?i?n;""?nghen"";""Kinh t? qu?c dân"";""Lênin"";""K? ho?ch hoá"";""Stalin"";""Mác""","Hà N?i : S? th?t, 1971",Vc 10824
Bàn v? ti?t ki?m và t?ng n?ng su?t lao ??ng / Mác C., ,"Mác, C.","Lênin, V.I","Kinh ?i?n;""Lênin"";""Mác"";""Stalin"";""Ti?t ki?m"";""T?ng n?ng su?t lao ??ng"";""?nghen""","Hà N?i : S? th?t, 1971",Vc 10884
Mô hình tài chính c? b?n / Tr?n Th? Sao, ,"Tr?n, Th? Sao", ,"Ngân hàng tài chính;""Mô hình tài chính"";""Tài chính""","Tp. H? Chí Minh : Ph??ng ?ông, 2013","VV00002734;""VV00002733"";""VV00002732"""
K? toán M? - bài t?p và bài gi?i / TS.Phan ??c D?ng, ,"Phan, ??c D?ng", ,"K? toán - Ki?m toán;""K? toán M?"";""K? toán""","Hà N?i : Lao ??ng xã h?i, 2012","VV00004009;""VV00004008"""
K? toán qu?n tr? / Nguy?n Th? Loan, ,"Nguy?n, Th? Loan", ,"K? toán - Ki?m toán;""K? toán qu?n tr?"";""K? toán""","Tp. H? Chí Minh : Kinh t?, 2013","VV00004007;""VV00004006"""
"Th?m quy?n và trách nhi?m c?a ??ng c?m quy?n và nhà n??c trong vi?c th?c hi?n quy?n l?c c?a nhân dân / GS.TS.Lê H?u Ngh?a, PGS.Ts. Bùi ?ình Bôn (??ng ch? biên)", ,"Lê, H?u Ngh?a, GS.TS.", ,"??ng c?ng s?n Vi?t nam;""Th?m quy?n"";""Quy?n l?c"";""??ng c?m quy?n"";""Nhà n??c""","Hà N?i : CTQG, 2013","Vb/92 15389;""Vb/92 15386"";""Vb/92 15387"";""Vb/92 15388"""
Giáo trình Marketing ngân hàng / Tr??ng Quang Thông, ,"Tr??ng, Quang Thông,", ,"Ngân hàng - Tài chính;""Marketing ngân hàng"";""Ngân hàng""","Tp. H? Chí Minh : CTQG, 2013","Vb/92 15395;""VV00002741"";""VV00002740"";""VV00002739"";""VV00002742"";""VV00002737"";""VV00002736"";""VV00002735"";""VV00002738"""
"V?n ki?n ??i h?i XI c?a ??ng: M?t s? v?n ?? lý lu?n và th?c ti?n / GS.TSNguy?n XuânTh?ng, PGS.TS. V? V?n phúc,PGS.TS.Ph?m v?n ??c...??ng ch? biên", ,"Nguy?n, Xuân Th?ng, GS.TS.", ,"??ng c?ng s?n Vi?t Nam;""V?n ki?n ??i h?i XI"";""??ng c?ng s?n Vi?t Nam"";""V?n ki?n ??i h?i""","Hà N?i : KHXH, 2013","Vb/92 15400;""Vb/92 15401"";""Vb/92 15402"";""Vb/92 15403"";""Vb/92 15404"";""Vb/92 15405"";""Vb/92 15406"";""Vb/92 15407"";""Vb/92 15408"""
"Phân tích tài chính doanh nghi?p / TSNgô kim Ph??ng ch? biên, TS. Ngô Th? Thanh Hà, Ths.Lê M?nh H?ng", ,"Ngô, Kim Ph??ng", ,"Ngân hàng - Tài chính;""Phân tích tài chính"";""Tài chính"";""Doanh nghi?p""","Hà N?i : Lao ??ng, 2013","VV00002731;""VV00002730"""
Th? tr??ng ch?ng khoán / Bùi Kim Y?n, ,"Bùi, Kim Y?n", ,"Ngân hàng - Tài chính;""Th? tr??ng ch?ng khoán"";""Ch?ng khoán""","Hà N?i : L?XH, 2013","VV00002719;""VV00002718"";""VV00002717"";""VV00002716"";""VV00002714"";""VV00002713"";""VV00002712"";""VV00002711"";""VV00002710"";""VV00002709"";""VV00002702"";""VV00002701"";""VV00002700"""
"Forex 100% - H?c cách ki?m ti?n t? th? tr??ng ngo?i h?i / Angel Darazhanov, Miroclav Kozarov, Vasil Banov", ,Darazhanov Angel,"Thành ??t, Biên d?ch;""Ph??ng Lan, Biên d?ch""","Ngân hàng - Tài chính;""Th? tr??ng ngo?i h?i"";""Forex""","Hà N?i : L?XH, 2013","VV00002699;""VV00002698"";""VV00002697"";""VV00002696"";""VV00002695"";""VV00002694"";""VV00002693"""
Giáo trình qu?n tr? tài chính doanh nghi?p / Nguy?n Th? Thu Thu?, ,"Nguy?n, Th? Thu Thu?", ,"Ngân hàng - Tài chính;""Kinh t? doanh nghi?p"";""Qu?n tr?"";""Tài chính doanh nghi?p""","Hà N?i : Lao ??ng, 2011","VV00002692;""VV00002691"""
"Tài chính Vi?t Nam 2012 - Khó kh?n v?ng b??c, chi?n l??c ??ng b? / Vi?n chi?n l??c và chính sách tài chính", ,Vi?n chi?n l??c và chính sách tài chính, ,"Ngân hàng - Tài chính;""Tài chính"";""Chi?n l??c ??ng b?""","Hà N?i : Tài chính, 2013","VV00002721;""VV00002729"";""VV00002728"";""VV00002727"";""VV00002726"";""VV00002725"";""VV00002724"";""VV00002723"";""VV00002722"""
